Name,Parents,Genetics,THC,CBD,Smell & flavour,Effect
Nevada Privada,Sin City Kush x Snowdawg,Indica-dominant (60%),Medium,Unknown,"['Sweet', 'Skunk']","['Calming', 'Sociable', 'Talkative']"
Neville’s Skunk,Haze x Afghani x Northern Lights 5 x Skunk,Sativa-dominant,High,Unknown,"['Sweet', 'Skunk', 'Pungent']","['Energetic', 'Uplifting', 'Euphoric', 'Cerebral']"
New Glue,Sister Glue x Original Glue,Indica-dominant (80%),27-30%,Unknown,"['Pine', 'Diesel', 'Chocolate']","['Strong', 'Uplifting']"
New York City,Jack Herer x NYC Diesel,Sativa-dominant (70%),Medium,Unknown,"['Sweet', 'Lemon', 'Citrus', 'Spicy', 'Diesel']","['Sociable', 'Happy', 'Cerebral', 'Uplifting', 'Motivated', 'Energetic']"
Nexus,Blue Sativa x Brazilian,Sativa-dominant (70%),Medium,Unknown,"['Berry', 'Fruity', 'Earthy']","['Motivated', 'Creative', 'Relaxed']"
NHS,Northern Lights 5 x Haze x Skunk,Sativa-dominant,Medium,Unknown,"['Skunk', 'Pungent', 'Fresh']","['Motivated', 'Cerebral', 'Euphoric', 'Talkative', 'Balanced']"
Nicole Kush,Nicole x Kosher Kush,Indica-dominant (75%),Medium,Unknown,"['Chemical', 'Earthy', 'Spicy', 'Citrus', 'Pine']","['Relaxed', 'Euphoric', 'Calming']"
Night Shade,North Indian x Nepal,Indica-dominant,22%,1.20%,"['Sweet', 'Pine', 'Earthy', 'Spicy']","['Calming', 'Sleepy', 'Relaxed', 'Happy', 'Strong']"
Nightingale,Candida (CD-1) x Oldberry,Indica-dominant,1-10%,10-20%,"['Citrus', 'Berry']","['Calming', 'Relaxed', 'Body-buzz']"
NL5 Haze Mist,Original Haze x Northern Lights 5 x Kali Mist,Sativa-dominant (70%),15%,1.22%,"['Pine', 'Sweet', 'Fresh']","['Euphoric', 'Uplifting', 'Energetic', 'Happy', 'Strong']"
NL5 x Skunk,Northern Lights 5 x Skunk 1,Indica-dominant,Medium,Unknown,"['Sweet', 'Skunk', 'Earthy']","['Long-lasting', 'Body-buzz', 'Relaxed']"
No Mercy Special,Victorie x Mexican Haze x Santa Maria,Indica-dominant (60%),Medium,Unknown,"['Earthy', 'Fruity', 'Sweet', 'Flowery']","['Relaxed', 'Cerebral', 'Balanced', 'Calming', 'Body-buzz']"
No Name,Cheese x Sensi Star,Indica-dominant (80%),15-20%,High,"['Spicy', 'Sweet', 'Cheese']","['Narcotic', 'Relaxed']"
North Thunderfuck,Alaskan Thunder Fuck,Indica/sativa (50/50),22%,Low,"['Pine', 'Citrus', 'Earthy']","['Happy', 'Uplifting', 'Euphoric']"
Northern Haze Express,Northern Lights 5 x Haze x Lowryder 2,Indica/sativa autoflowering,Medium,Unknown,"['Fruity', 'Woody', 'Pine']","['Calming', 'Sociable', 'Relaxed', 'Talkative']"
Northern Light Blue,Northern Lights x Blueberry,Indica (90-100%),20%,Unknown,"['Fruity', 'Berry', 'Pine', 'Earthy', 'Sour']","['Munchies', 'Cerebral', 'Relaxed', 'Couch-lock']"
Northern Lights 5 x Haze,Haze x Northern Lights 5,Sativa-dominant (70%),High,Unknown,"['Pungent', 'Sweet', 'Pine']","['Uplifting', 'Relaxed', 'Sociable', 'Euphoric']"
Northern Lights 9,Northern Lights,Indica-dominant,Medium,Unknown,"['Earthy', 'Sweet', 'Lemon']","['Relaxed', 'Sociable', 'Calming']"
Nova OG,Harlequin x Jack The Ripper,Indica-dominant (80%),32%,,"['Pepper', 'Sweet', 'Fruity']","['Cerebral', 'Uplifting', 'Energetic', 'Focused']"
Nurse Jackie,Medicine Woman x Jack The Ripper,Sativa-dominant,21%,Unknown,"['Sweet', 'Lemon', 'Earthy']","['Uplifting', 'Munchies', 'Strong', 'Energetic']"
NY Purple Diesel,Diesel,Sativa-dominant,17-19%,0.3-0.8%,"['Citrus', 'Fuel', 'Chemical', 'Pungent']","['Sociable', 'Creative', 'Smooth', 'Energetic']"
OBG Kush,OG Kush,Indica-dominant (80%),22%,Low,"['Sweet', 'Earthy', 'Spicy']","['Relaxed', 'Euphoric', 'Uplifting', 'Meditative']"
Ocean Grown Cookies,Girl Scout Cookies x OG Kush,Indica-dominant (70%),20%,0.10%,"['Kushy', 'Fresh', 'Sweet', 'Fruity', 'Diesel']","['Narcotic', 'Euphoric', 'Relaxed', 'Long-lasting', 'Body-buzz']"
OG Bubble Gum,Bubble Gum x OG Kush,Indica-dominant,19%,Unknown,"['Citrus', 'Sweet', 'Berry']","['Happy', 'Relaxed']"
OG Cheese,Cheese x Confidencial OG,Indica (90-100%),Medium,Unknown,"['Fresh', 'Kushy', 'Cheese', 'Pungent']","['Clear-headed', 'Body-buzz', 'Relaxed', 'Calming']"
OG Double Bubble,OG Kush x Bubblegum,Indica-dominant (80%),18%,Low,"['Fuel', 'Citrus', 'Sour', 'Earthy', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
OG Kush CBD,CBD strain x OG Kush,Sativa-dominant (60%),10%,10%,"['Lemon', 'Spicy', 'Fuel', 'Woody']","['Relaxed', 'Cerebral', 'Smooth', 'Euphoric']"
OG Kush x Train Wreck,Train Wreck x OG Kush,Indica-dominant,High,Unknown,"['Earthy', 'Pungent', 'Pine', 'Skunk']","['Uplifting', 'Balanced', 'Relaxed', 'Long-lasting']"
OG Lemon Bilbo,OG Kush Lemon Larry x Afghani,Indica-dominant,Medium,Unknown,"['Earthy', 'Lemon']","['Narcotic', 'Relaxed', 'Happy', 'Calming']"
OG Reek'n,Wardareekn x Kuchi,Indica-dominant (60%),20-23%,Unknown,"['Citrus', 'Fuel', 'Sweet']","['Relaxed', 'Body-buzz', 'Sleepy', 'Long-lasting']"
OGiesel,Giesel x SFV OG Kush,Sativa-dominant,Medium,Unknown,"['Sweet', 'Fresh', 'Pine', 'Lemon']","['Euphoric', 'Happy', 'Relaxed', 'Giggly', 'Uplifting']"
Olympia,Tutankhamon x LA Confidential,Indica/sativa (50/50),19%,Unknown,"['Chemical', 'Fruity', 'Fresh']","['Cerebral', 'Happy', 'Relaxed']"
One To One,CBD strain x Amnesia Haze,Indica/sativa,Low,High,"['Pepper', 'Citrus', 'Sweet', 'Earthy', 'Woody']","['Focused', 'Creative', 'Relaxed', 'Energetic']"
Orange Blossom,Californian Orange x Skunk,Sativa-dominant (70%),20%,Low,"['Skunk', 'Tangerine', 'Citrus']","['Euphoric', 'Motivated', 'Creative']"
Orange Candy,Tropimango x Naran J,Sativa-dominant (65%),19%,Unknown,"['Sweet', 'Diesel', 'Tropical', 'Fruity']","['Creative', 'Sociable', 'Relaxed', 'Talkative', 'Cerebral']"
Orange Cream,Orange Dot x Lemon Skunk,Sativa-dominant,Medium,Unknown,"['Citrus', 'Fruity', 'Skunk', 'Lemon']","['Motivated', 'Cerebral', 'Energetic', 'Uplifting']"
Orange Hill Special,Orange Bud x Californian Orange,Indica/sativa (50/50),21%,Unknown,"['Citrus', 'Fruity', 'Flowery']","['Happy', 'Calming', 'Body-buzz', 'Relaxed']"
Orange Sherbert,Orange Cream x Purple Urkle x Cherry Pie,Indica-dominant (80%),Medium,Unknown,"['Fruity', 'Orange', 'Candy', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
Original Amnesia,Amnesia,Sativa-dominant (70%),18%,Low,"['Earthy', 'Flowery', 'Citrus', 'Sweet']","['Focused', 'Cerebral', 'Motivated', 'Euphoric']"
Original Cheese,Cheese,Indica/sativa (50/50),Medium,Low,"['Cheese', 'Skunk', 'Sweet', 'Pungent']","['Sociable', 'Happy', 'Cerebral', 'Relaxed']"
Original Clon,Afghani x Skunk,Indica-dominant,18-20%,0.60%,"['Sweet', 'Fruity']","['Talkative', 'Relaxed', 'Happy', 'Calming']"
Original Glue,Chocolate Diesel x Chems Sister x Sour Dubb,Indica-dominant,24-30%,Unknown,"['Pine', 'Sweet', 'Earthy', 'Fuel', 'Citrus']","['Body-buzz', 'Uplifting', 'Narcotic', 'Strong']"
Original Skunk,Mexican x Afghani x Colombian,Indica-dominant,17%,Unknown,"['Fruity', 'Sweet', 'Pungent', 'Skunk']","['Relaxed', 'Strong', 'Motivated']"
Original Sour Diesel,Sour Diesel x Sour Kush,Sativa-dominant,High,Low,Diesel,
Original White Widow,White Widow,Indica/sativa (50/50),18-22%,0.10%,"['Flowery', 'Sweet', 'Pine']","['Sociable', 'Relaxed', 'Talkative', 'Happy']"
Ortega,Northern Lights 1 x Northern Lights 5,Indica-dominant,Medium,Unknown,"['Sweet', 'Pine', 'Earthy', 'Pungent']","['Sociable', 'Psychedelic', 'Relaxed', 'Meditative']"
Outlaw,Super Haze x Amnesia,Sativa-dominant (80%),15-20%,Unknown,"['Sour', 'Fresh', 'Citrus']","['Strong', 'Uplifting', 'Euphoric']"
OZ Kush,Silver Haze x Kush,Indica-dominant (70%),Medium,Unknown,"['Sour', 'Spicy', 'Sweet']","['Sociable', 'Creative', 'Talkative', 'Happy']"
O’Haze Red,Jack The Ripper x Dancehall,Sativa-dominant,High,Unknown,"['Sweet', 'Fruity', 'Pine']","['Focused', 'Creative', 'Uplifting', 'Energetic']"
Painkiller,White Russian x Sensi Star,Indica-dominant,High,High,"['Sour', 'Citrus', 'Pungent']","['Relaxed', 'Calming', 'Sleepy', 'Happy']"
Painkiller XL,Juanita la Lagrimosa x Royal Highness,Sativa-dominant (75%),9%,High,"['Skunk', 'Fruity']","['Euphoric', 'Uplifting', 'Cerebral']"
Pakistan Chitral Kush,Pakistani genetics,Indica (90-100%),12%,2%,"['Woody', 'Herbal', 'Spicy']","['Relaxed', 'Sociable', 'Calming']"
Panama D.C.,Deep Chunk x Panama,Indica/sativa,Medium,Unknown,"['Earthy', 'Lemon', 'Fresh']","['Body-buzz', 'Uplifting', 'Balanced', 'Relaxed']"
Panama Haze,F10 Panama elitexGreen Haze x Purple Haze,Sativa (90-100%),18-23%,1%,"['Spicy', 'Herbal', 'Lemon']","['Uplifting', 'Cerebral', 'Trippy', 'Strong']"
Pandemia Kush,Mango Kush x sativa,Sativa-dominant (60%),Medium,Unknown,"['Sweet', 'Mango', 'Tropical']","['Cerebral', 'Talkative', 'Balanced', 'Energetic']"
Pandora's Box,Jack The Ripper x Space Queen,Indica-dominant (60%),Medium,Unknown,"['Earthy', 'Fresh', 'Flowery']","['Dreamy', 'Calming', 'Relaxed']"
Papaya,Jock Horror x Skunk 1,Indica/sativa,20-25%,Unknown,"['Sweet', 'Pepper', 'Mango', 'Tropical', 'Fruity']","['Relaxed', 'Happy', 'Balanced', 'Euphoric', 'Sociable']"
Passion Fruit,Sweet Pink Grapefruit x Orange Bud,Indica/sativa,20%,Unknown,"['Sweet', 'Fruity', 'Tropical']","['Body-buzz', 'Balanced', 'Creative', 'Long-lasting', 'Relaxed']"
Pennywise,Jack The Ripper x Harlequin,Indica-dominant (80%),12-15%,12-15%,"['Lemon', 'Sweet', 'Pepper', 'Spicy']","['Happy', 'Relaxed', 'Calming']"
Peppermint Kush,Stella Blue x Nepal Kush,Indica (90-100%),High,Unknown,"['Pine', 'Fresh', 'Mint']","['Strong', 'Euphoric', 'Relaxed']"
Petrodollar,Confidencial OG x OG Kush x Sour Diesel,Indica-dominant (60%),High,Unknown,"['Flowery', 'Fresh', 'Earthy', 'Pine']","['Narcotic', 'Sedative', 'Body-buzz']"
Peyote Cookies,Peyote Purple x Cookies Kush,Indica (90-100%),High,Unknown,"['Coffee', 'Vanilla', 'Earthy', 'Guava']","['Long-lasting', 'Relaxed', 'Body-buzz']"
Peyote Critical,Critical Kush x Peyote Purple,Indica (90-100%),High,Unknown,"['Vanilla', 'Earthy', 'Blueberry', 'Woody', 'Mango', 'Coffee']","['Uplifting', 'Focused', 'Relaxed', 'Calming']"
Phantom OG,Phantom Cookies x OG Kush,Sativa-dominant (55%),Medium,Unknown,"['Earthy', 'Berry', 'Mint', 'Citrus', 'Nutty']","['Motivated', 'Euphoric', 'Uplifting', 'Giggly']"
Phat Freddy,Mt Cook x Hash Plant,Indica-dominant (80%),High,Low,"['Earthy', 'Spicy', 'Pine', 'Hashish']","['Body-buzz', 'Meditative', 'Relaxed', 'Dreamy']"
Phatt Fruity,North Indian x Mexican x Afghani,Indica-dominant (70%),19%,1.30%,"['Musky', 'Fruity', 'Sweet', 'Skunk']","['Relaxed', 'Sociable', 'Happy']"
Philo Skunk,Somango x Mazar,Indica-dominant (60%),20%,Unknown,"['Sweet', 'Woody', 'Skunk', 'Fruity']","['Calming', 'Body-buzz', 'Relaxed', 'Sociable']"
Pina Rita,Highland Oaxacan Gold x Space Queen,Sativa-dominant (80%),Medium,Unknown,"['Pineapple', 'Candy', 'Fruity', 'Cherry']","['Happy', 'Euphoric', 'Uplifting']"
Pineapple Chunk,Skunk 1 x Cheese x Pineapple,Indica-dominant (80%),High,Low,"['Cheese', 'Pineapple', 'Skunk']","['Relaxed', 'Calming', 'Sleepy', 'Couch-lock']"
Pineapple Express,Train Wreck x Hawaiian,Sativa-dominant,Medium,Low,"['Pineapple', 'Citrus', 'Tropical', 'Pine']","['Uplifting', 'Energetic', 'Focused', 'Creative']"
Pineapple Haze,Haze x Afghani x Skunk 1,Sativa-dominant (65%),Medium,Unknown,"['Earthy', 'Pineapple', 'Citrus', 'Pine']","['Energetic', 'Euphoric', 'Creative', 'Cerebral']"
Pineapple Kush,Pineapple x OG Kush,Indica-dominant,18%,Low,"['Pineapple', 'Cheese', 'Spicy', 'Earthy']","['Relaxed', 'Couch-lock', 'Euphoric', 'Cerebral']"
Pineapple Larry OG,Cinderella 99 x SLL OG,Sativa-dominant (80%),High,Low,"['Pineapple', 'Lemon']","['Uplifting', 'Relaxed']"
Pineapple Skunk,Skunk x Big Bud,Indica-dominant (70%),15%,0.10%,"['Lemon', 'Tropical', 'Pineapple', 'Spicy', 'Pine', 'Skunk']","['Attentive', 'Cerebral', 'Relaxed', 'Happy']"
Pineapple Slick,Pineapple Amnesia x Diesel,Sativa-dominant,22%,Unknown,"['Sweet', 'Pineapple', 'Diesel', 'Fruity']","['Sociable', 'Relaxed', 'Cerebral']"
Pink Floyd,Critical Mass x Haze,Sativa-dominant,Medium,Unknown,"['Pine', 'Lemon', 'Berry', 'Spicy']","['Uplifting', 'Sociable', 'Cerebral', 'Happy']"
Pink Kush,OG Kush,Indica (100%),High,Unknown,"['Sweet', 'Vanilla']","['Meditative', 'Body-buzz', 'Sleepy', 'Long-lasting']"
Pink Plant,TNT Kush x High Level,Sativa-dominant (85%),17-21%,Low,"['Fresh', 'Fruity']","['Energetic', 'Cerebral', 'Uplifting']"
Pink Rozay,Lemonchello x London Pound Cake,Indica-dominant,High,Low,"['Fresh', 'Fruity', 'Flowery']","['Cerebral', 'Strong', 'Happy', 'Relaxed']"
Pink Runtz,Zkittlez x Gelato x Pink Panties,Indica/sativa,23–25%,Low,"['Earthy', 'Strawberry', 'Grapefruit', 'Musky']","['Euphoric', 'Uplifting', 'Happy', 'Creative', 'Relaxed']"
Pink Starburst,UnderDawg Kush x Blueberry x Sour Diesel,Sativa-dominant (60%),27.20%,Low,"['Sweet', 'Candy', 'Flowery']","['Strong', 'Cerebral', 'Long-lasting']"
Pipi,Power Plant x White Widow,Sativa-dominant (60%),17%,Unknown,"['Flowery', 'Fresh']","['Energetic', 'Uplifting', 'Attentive']"
Poison OG,Durban Poison x OG Kush,Indica/sativa,20%,Low,"['Pungent', 'Earthy', 'Pine', 'Diesel']","['Euphoric', 'Cerebral', 'Strong', 'Energetic']"
Polar Express,Northern Lights 5 x Californian Kush,Indica-dominant autoflowering,Medium,Unknown,"['Citrus', 'Fruity', 'Herbal']","['Happy', 'Body-buzz', 'Euphoric', 'Munchies', 'Relaxed']"
POW 33,POW x Jack 33 x White Widow,Indica-dominant,High,Unknown,"['Berry', 'Sweet', 'Pepper']","['Calming', 'Clear-headed', 'Relaxed', 'Body-buzz']"
Power Flower,Power Plant,Sativa-dominant,19+%,Medium,"['Sour', 'Sweet']","['Relaxed', 'Sleepy', 'Calming']"
Power Kush,Skunk 1 x Afghani,Indica/sativa (50/50),12-16%,Unknown,"['Citrus', 'Woody', 'Skunk', 'Spicy']","['Relaxed', 'Uplifting', 'Euphoric']"
Power Plant XL,Power Plant,Sativa-dominant,20%,Unknown,"['Sour', 'Sweet', 'Pine']","['Creative', 'Energetic', 'Cerebral']"
Power Skunk,Skunk 1 x Northern Lights x Power Plant,Indica-dominant (85%),Medium,Unknown,"['Earthy', 'Spicy', 'Skunk']","['Relaxed', 'Happy', 'Calming', 'Sociable']"
Pre-98 Bubba BX2,Pre-98 Bubba BX2,Indica-dominant,Medium,High,"['Coffee', 'Chocolate', 'Hashish']","['Relaxed', 'Body-buzz', 'Happy']"
Prima Holandica,Secret Super Sativa x Old School Haze,Sativa,High,Unknown,"['Diesel', 'Fruity', 'Sweet']","['Strong', 'Cerebral', 'Trippy', 'Long-lasting']"
Princess Haze,Super Silver Grail Haze x Princess,Sativa-dominant,High,Unknown,"['Tropical', 'Fruity', 'Citrus']","['Psychedelic', 'Long-lasting', 'Strong']"
Professor Chaos,Mad Scientist x Jack The Ripper,Sativa-dominant,Medium,Unknown,"['Citrus', 'Spicy', 'Pungent', 'Lemon']","['Euphoric', 'Motivated', 'Energetic', 'Happy', 'Uplifting']"
Prozack,Lavender x Kush,Indica-dominant (80%),Medium,Low,"['Pine', 'Lavender', 'Earthy', 'Spicy']","['Relaxed', 'Strong', 'Calming', 'Narcotic']"
Psycho Crack,Psychosis x Green Crack,Sativa-dominant (70%),19%,Unknown,"['Sweet', 'Earthy', 'Cheese', 'Skunk']","['Narcotic', 'Dreamy', 'Relaxed', 'Body-buzz']"
Pulsar,Dutch genetics x Central American,Sativa (90-100%),Medium,Unknown,"['Musky', 'Pine', 'Herbal', 'Spicy']","['Trippy', 'Cerebral', 'Energetic', 'Uplifting']"
Punky Lion,Matanuska Tundra x Chronic,Indica (90-100%),18%,Unknown,"['Sweet', 'Lemon', 'Spicy']","['Happy', 'Calming', 'Sleepy', 'Relaxed']"
Pure Kush,Kush,Indica-dominant (70%),19.35%,0.30%,"['Pungent', 'Citrus', 'Mint']","['Sleepy', 'Narcotic', 'Body-buzz', 'Relaxed', 'Couch-lock']"
Pure Power Plant,North American indica x African Landrace,Sativa-dominant (60%),High,Unknown,"['Citrus', 'Sweet', 'Earthy', 'Pungent']","['Motivated', 'Relaxed', 'Focused']"
Purgatory,Querkle x  Hells OG,Indica-dominant (80%),High,Unknown,"['Citrus', 'Tangerine', 'Earthy', 'Blueberry']","['Uplifting', 'Body-buzz', 'Couch-lock', 'Cerebral', 'Balanced']"
Purple Afghan Kush,Pre 98 Bubba Kush x Purple Kush,Indica-dominant,15-21%,Low,"['Grape', 'Pineapple', 'Fruity', 'Sweet']","['Relaxed', 'Body-buzz', 'Cerebral']"
Purple Bud,Jamaican x Afghani x Purple Kush x Hindu Kush,Indica-dominant (75%),Medium,Unknown,"['Pine', 'Sweet', 'Pepper']","['Relaxed', 'Euphoric', 'Sleepy', 'Happy', 'Cerebral']"
Purple Cheddar,Grand Daddy Purp x Exodus Cheese,Indica-dominant,Medium,Unknown,"['Sweet', 'Pungent', 'Cheese']","['Motivated', 'Uplifting', 'Happy', 'Sociable', 'Relaxed']"
Purple Chem,Pre-98 Bubba BX2 x Chem 91,Indica-dominant,Medium,Unknown,"['Diesel', 'Sweet', 'Grape', 'Pungent']","['Relaxed', 'Strong', 'Body-buzz']"
Purple Glue,Original Glue x Las Vegas Purple Kush Bx,Indica-dominant,25-28%,Unknown,"['Pine', 'Diesel']","['Strong', 'Uplifting']"
Purple Haze,Purple x Haze,Sativa-dominant (70%),High,Unknown,"['Fresh', 'Sweet', 'Tropical']","['Energetic', 'Cerebral', 'Uplifting', 'Creative']"
Purple Moby Dick,Purple Afghan Kush x Jack Herer,Sativa-dominant (60%),21%,Unknown,"['Fruity', 'Pine', 'Sweet']","['Trippy', 'Euphoric', 'Uplifting', 'Strong']"
Purple OG 18,Purple Wreck x The OG 18,Indica-dominant (70%),Medium,Unknown,"['Chemical', 'Grape', 'Diesel', 'Fruity']","['Uplifting', 'Relaxed', 'Body-buzz']"
Purple Orange CBD,California Orange Diesel,Sativa-dominant (60%),5%,10%,"['Chocolate', 'Orange', 'Fruity', 'Candy', 'Lemon']","['Euphoric', 'Relaxed', 'Clear-headed']"
Purple Punch,Granddaddy Purple x Larry OG,Indica-dominant,High,Low,"['Fruity', 'Cherry', 'Spicy', 'Creamy', 'Blueberry']","['Long-lasting', 'Relaxed', 'Calming']"
Purple Queen,Hindu Kush x Purple Afghani,Indica-dominant (75%),22%,Low,"['Pine', 'Kushy', 'Lemon']","['Euphoric', 'Relaxed', 'Body-buzz']"
Purple Romulan,Purple Pineberry x Romulan,Indica-dominant,Medium,Unknown,"['Earthy', 'Pungent', 'Pine']","['Happy', 'Calming', 'Body-buzz', 'Relaxed']"
Purple Ryder,Lowryder x Mazar x Red Chronic Ryder,Indica-dominant autoflowering,Medium,Unknown,"['Flowery', 'Sweet', 'Spicy']","['Body-buzz', 'Relaxed', 'Cerebral', 'Sociable']"
Purple Trainwreck,Mendocino Purps x Train Wreck,Indica-dominant (65%),15-17%,0.10%,"['Lavender', 'Spicy', 'Lemon', 'Citrus', 'Pine']","['Trippy', 'Cerebral']"
Purple Urkle,Mendocino Purps,Indica-dominant (80%),18%,Low,"['Berry', 'Grape']","['Strong', 'Relaxed']"
Purps 1,Purple Afghan Kush x Blueberry,Indica-dominant,High,Low,"['Sweet', 'Pineapple', 'Berry', 'Fruity']","['Relaxed', 'Cerebral', 'Energetic', 'Euphoric', 'Body-buzz']"
Qleaner,Jacks Cleaner x Space Queen x Purple Urkle,Sativa-dominant (60%),17-20%,Unknown,"['Fruity', 'Sweet']","['Strong', 'Uplifting', 'Cerebral', 'Euphoric']"
Qrazy Train,Space Queen x Purple Urkle x Trinity x Train Wreck,Indica/sativa (50/50),Medium,Unknown,"['Citrus', 'Spicy', 'Skunk']","['Relaxed', 'Sociable', 'Talkative', 'Uplifting']"
Queen Anne's Revenge,Blood Wreck x Space Queen,Indica/sativa (50/50),Medium,Unknown,"['Woody', 'Lime', 'Cherry', 'Sandalwood']","['Cerebral', 'Balanced', 'Relaxed', 'Body-buzz']"
Queen of Soul,Vortex x Princess x Cinderella 99,Sativa-dominant,Medium,Unknown,"['Citrus', 'Fruity', 'Tropical', 'Spicy']","['Energetic', 'Cerebral', 'Uplifting']"
Querkle,Jacks Cleaner x Space Queen x Purple Urkle,Indica-dominant (80%),Medium,Unknown,"['Candy', 'Blueberry', 'Grape', 'Cherry']","['Relaxed', 'Dreamy', 'Body-buzz', 'Meditative']"
Queso Fuertes,Exodus Cheese x Sin City Kush,Sativa-dominant (70%),Medium,Unknown,"['Sweet', 'Pungent', 'Cheese', 'Kushy']","['Happy', 'Strong', 'Relaxed', 'Uplifting', 'Body-buzz']"
Quick Caramel XL,White Rhino x Blueback x Maple Leaf Indica,Indica-dominant (65%),Medium,Medium,"['Earthy', 'Caramel']","['Body-buzz', 'Couch-lock']"
Quick One,Lowryder 2,Indica-dominant (60%) autoflowering,13%,Low,"['Spicy', 'Fruity', 'Herbal']","['Calming', 'Relaxed']"
Qush,Querkle x Bubba Kush,Indica-dominant (70%),Medium,Unknown,"['Grape', 'Spicy', 'Garlic', 'Pineapple', 'Cherry']","['Relaxed', 'Body-buzz', 'Calming', 'Long-lasting']"
Rainbow Jones,Grand Daddy Purp x Casey Jones,Indica/sativa,Medium,Unknown,"['Sweet', 'Candy']","['Cerebral', 'Balanced', 'Body-buzz']"
Rainbows,Zkittlez,Indica-dominant (80%),High,Low,"['Grapefruit', 'Grape']","['Sleepy', 'Relaxed']"
Ramses,Secret strain x Amnesia Haze,Sativa-dominant (80%),18%,1%,"['Citrus', 'Fresh']","['Long-lasting', 'Energetic', 'Cerebral', 'Euphoric']"
Raspberry Cough,ICE x Haze 1 x Cambodia,Sativa-dominant,High,Unknown,"['Berry', 'Pine', 'Sweet', 'Earthy']","['Euphoric', 'Uplifting', 'Happy']"
Raspberry Diesel,Sweet Cherry Afghan x Sour Diesel 2,Sativa-dominant (65%),18-21%,0.10%,"['Berry', 'Pepper', 'Fruity', 'Fuel']","['Euphoric', 'Long-lasting', 'Cerebral']"
Raspberry Waffles CBD,Strawberry Sour Diesel x CBD strain,Sativa-dominant (70%),Medium,High,"['Diesel', 'Spicy', 'Earthy']","['Sleepy', 'Calming', 'Relaxed']"
Rawdawg,Snowdawg 2 x 707 Headband,Indica-dominant (70%),23%,1.10%,"['Sour', 'Pungent', 'Diesel']","['Strong', 'Body-buzz', 'Happy', 'Narcotic', 'Calming']"
Ray's Choice,sativa x Landrace from Afghanistan,Sativa-dominant (80%),High,Low,"['Sweet', 'Fruity', 'Fresh']","['Uplifting', 'Euphoric', 'Long-lasting', 'Energetic']"
ReCon,LA Cannalope x LA Confidential,Indica-dominant (80%),Medium,Unknown,"['Earthy', 'Fruity', 'Pungent']","['Calming', 'Relaxed']"
Red Cherry Berry,California Indica x Skunk 1,Indica-dominant (70%),18%,1.20%,"['Sweet', 'Earthy', 'Fruity', 'Berry', 'Spicy']","['Creative', 'Sociable', 'Clear-headed', 'Happy', 'Cerebral']"
Red Diesel,NYC Diesel x Californian Orange,Indica/sativa (50/50),High,High,"['Sweet', 'Citrus', 'Spicy', 'Sour', 'Diesel']","['Relaxed', 'Cerebral', 'Balanced', 'Happy', 'Body-buzz']"
Red Dragon,Utopia Haze x Himalayan Kush,Sativa-dominant (60%),23%,1.20%,"['Herbal', 'Woody', 'Pine', 'Spicy']","['Motivated', 'Uplifting', 'Creative']"
Red Purps,Haze x Skunk,Indica-dominant,Medium,Unknown,"['Sweet', 'Flowery', 'Diesel', 'Fruity']","['Creative', 'Uplifting', 'Relaxed', 'Focused', 'Cerebral']"
Remo Chemo,Bubba Kush x UBC Chemo,Indica-dominant (65%),24%,0.10%,"['Skunk', 'Fuel', 'Spicy', 'Pepper', 'Earthy']","['Strong', 'Body-buzz', 'Long-lasting', 'Balanced']"
René,Himalayan indica x Skunk 1,Indica-dominant,Medium,Unknown,"['Earthy', 'Skunk', 'Pine', 'Fruity']","['Calming', 'Relaxed', 'Happy']"
Respect,Juanita la Lagrimosa x Cannalope Haze,Sativa-dominant,Medium,High,"['Sweet', 'Spicy', 'Citrus', 'Woody']","['Motivated', 'Uplifting', 'Relaxed', 'Sociable']"
Ripped Bubba,Jack The Ripper x Bubba Kush,Indica-dominant,Medium,Unknown,"['Sweet', 'Lemon', 'Fruity', 'Candy']","['Creative', 'Body-buzz', 'Relaxed', 'Happy', 'Clear-headed']"
Ripper Haze,Amnesia Haze,Sativa-dominant (80%),High,Low,"['Citrus', 'Sweet']","['Strong', 'Euphoric', 'Uplifting', 'Long-lasting', 'Cerebral']"
