UrlName,Name,Genetics,Parents,THC,CBD,Smell & flavour,Effect
double-tangie-banana,Double Tangie Banana,Indica-dominant (60%),"['Banana Split', 'Lemon Skunk']",Medium,Unknown,"['Sweet', 'Skunk', 'Citrus', 'Banana']","['Calming', 'Sociable', 'Relaxed', 'Happy']"
double-white,Double White,Indica-dominant (60%),"['Great White Shark', 'White Widow']",Medium,Unknown,"['Sour', 'Sweet', 'Flowery']","['Couch-lock', 'Strong', 'Narcotic', 'Trippy', 'Relaxed', 'Cerebral']"
douce-nuit,Douce Nuit,Indica-dominant (80%),"['Hindu Kush', 'Northern Lights']",Medium,Unknown,"['Sweet', 'Fruity', 'Pine']","['Sleepy', 'Calming', 'Dreamy', 'Relaxed']"
dr-grinspoon,Dr. Grinspoon,Sativa (100%),Pure landrace sativa,High,Low,"['Citrus', 'Lemon']","['Strong', 'Energetic', 'Uplifting', 'Euphoric', 'Cerebral']"
dr-who,Dr. Who,Indica-dominant (60%),"['Timewreck', 'Mad Scientist']",High,Unknown,"['Sweet', 'Grape', 'Sour', 'Pineapple']","['Cerebral', 'Balanced', 'Creative', 'Body-buzz']"
dreamberry,Dreamberry,Sativa-dominant autoflowering,"['Blue Dream', 'Berry Ryder Autoflowering']",High,Unknown,"['Fruity', 'Berry', 'Sweet']","['Uplifting', 'Cerebral', 'Energetic', 'Strong']"
dulce-de-leche,Dulce De Leche,Indica-dominant autoflowering,"['Cream Caramel', 'Maple Leaf Indica', 'ruderalis']",Medium,Unknown,"['Herbal', 'Sweet', 'Caramel']","['Happy', 'Relaxed', 'Strong']"
durbakistan,Durbakistan,Indica/sativa (50/50),"['Durban Poison', 'Pakistan Chitral Kush']",High,Unknown,"['Fruity', 'Earthy', 'Hashish', 'Flowery', 'Candy', 'Sweet']","['Motivated', 'Cerebral', 'Strong', 'Long-lasting', 'Uplifting']"
durban-magic,Durban Magic,Sativa (90-100%),Landrace from South Africa,High,Unknown,"['Fruity', 'Sweet']","['Long-lasting', 'Euphoric', 'Cerebral', 'Energetic', 'Uplifting']"
durban-punch,Durban Punch,Sativa (100%),Durban,Medium,Low,"['Flowery', 'Peach', 'Anise', 'Woody']","['Energetic', 'Uplifting']"
durban-thai-x-c99,Durban-Thai x C99,Sativa-dominant,"['Durban-Thai High Flyer', 'Cinderella 99']",High,Unknown,"['Sweet', 'Mint', 'Sour', 'Fruity']","['Creative', 'Clear-headed', 'Energetic', 'Uplifting']"
durga-mata,Durga Mata,Indica (90-100%),Unknown,18-22%,0.1%,"['Fruity', 'Earthy']","['Calming', 'Body-buzz', 'Relaxed', 'Happy']"
durga-mata-ii-cbd,Durga Mata II CBD,Indica (90-100%),"['Durga Mata', 'CBD strain']",8.5%,7%,"['Earthy', 'Spicy', 'Herbal', 'Hashish']","['Calming', 'Smooth', 'Relaxed', 'Body-buzz', 'Clear-headed']"
dutch-cheese,Dutch Cheese,Sativa-dominant (60%),"['Euforia', 'Cheese']",12-15%,Unknown,"['Musky', 'Pungent', 'Cheese', 'Skunk']","['Euphoric', 'Relaxed', 'Happy']"
dutch-dragon,Dutch Dragon,Sativa-dominant (75%),"['Unknown strain', 'Swaziland']",17-21%,0.1%,"['Sweet', 'Citrus', 'Sour']","['Happy', 'Cerebral', 'Euphoric', 'Uplifting', 'Alert']"
dutch-haze,Dutch Haze,Sativa (90-100%),Unknown,12-14%,Unknown,"['Sweet', 'Fruity']","['Energetic', 'Euphoric', 'Cerebral']"
dutch-kush,Dutch Kush,Indica-dominant (80%),Unknown,Medium,Unknown,"['Earthy', 'Caramel', 'Citrus', 'Skunk']","['Calming', 'Creative', 'Focused', 'Relaxed']"
dynamite,Dynamite,Indica-dominant (75%),Grapefruit,20%,0.7%,"['Tropical', 'Grapefruit', 'Sweet', 'Fruity']","['Happy', 'Strong', 'Euphoric', 'Uplifting', 'Relaxed']"
eagle-bill,Eagle Bill,Sativa-dominant (70%),"['Colombian', 'Jamaican', 'Pure Haze', 'Thai']",Medium,Unknown,"['Pine', 'Pungent']","['Focused', 'Cerebral', 'Creative', 'Uplifting']"
early-amnesia-cbd,Early Amnesia CBD,Sativa-dominant (65%),"['CBD Autoflowering', 'Original Amnesia']",9.5%,11%,"['Orange', 'Fruity']","['Relaxed', 'Smooth', 'Calming']"
early-maroc,Early Maroc,Sativa (100%),Landrace from Morocco,17%,Unknown,"['Pepper', 'Strawberry', 'Spicy', 'Candy']","['Euphoric', 'Relaxed', 'Body-buzz']"
early-pearl,Early Pearl,Sativa-dominant (75%),Unknown,Medium,Unknown,"['Earthy', 'Sweet']","['Strong', 'Euphoric', 'Uplifting', 'Energetic', 'Motivated']"
early-pearl-skunk-x-haze,Early Pearl Skunk x Haze,Sativa-dominant,"['Haze', 'Early Pearl', 'Skunk']",Medium,Unknown,"['Flowery', 'Fresh', 'Earthy', 'Spicy']","['Relaxed', 'Body-buzz', 'Cerebral', 'Balanced']"
early-queen,Early Queen,Indica-dominant,"['Mexican', 'Early Girl', 'Early Pearl', 'California', 'Super Skunk']",Medium,Unknown,"['Fruity', 'Skunk', 'Sweet']","['Happy', 'Relaxed']"
early-skunk,Early Skunk,Indica-dominant (65%),"['Early Pearl', 'Skunk 1']",Medium,Unknown,"['Skunk', 'Flowery']","['Strong', 'Happy', 'Cerebral', 'Relaxed', 'Energetic']"
early-skunk-haze,Early Skunk Haze,Sativa-dominant,"['Haze', 'Early Pearl', 'Skunk']",Medium,Unknown,"['Citrus', 'Skunk', 'Tropical', 'Pungent']","['Relaxed', 'Cerebral', 'Happy']"
early-skunk-x-blue-lemon-thai,Early Skunk x Blue Lemon Thai,Indica/sativa,"['Blue Lemon Thai', 'Early Skunk']",Medium,Unknown,"['Sweet', 'Lemon', 'Diesel', 'Blueberry']","['Cerebral', 'Balanced', 'Uplifting', 'Body-buzz']"
early-top-tao,Early Top Tao,Indica/sativa,"['Bohemia', 'Early Tao']",Medium,Unknown,"['Sweet', 'Fruity']","['Sociable', 'Energetic', 'Talkative', 'Uplifting', 'Creative']"
early-widow,Early Widow,Indica-dominant,White Widow,16%,Unknown,"['Sour', 'Sweet', 'Fruity']","['Relaxed', 'Cerebral']"
easy-bud,Easy Bud,Indica-dominant (55%) autoflowering,"['White Indica', 'ruderalis']",12%,Low,Earthy,"['Relaxed', 'Sleepy', 'Calming']"
easy-haze,Easy Haze,Sativa-dominant (70%),"['Yumbolt', 'Kali Mist']",20-21%,Unknown,"['Fruity', 'Tropical', 'Pineapple', 'Sweet', 'Citrus']","['Cerebral', 'Giggly', 'Strong', 'Trippy', 'Uplifting']"
easy-ryder,Easy Ryder,Indica/sativa autoflowering,"['Lowryder 2', 'AK-47']",19%,Low,"['Citrus', 'Tropical', 'Herbal', 'Sweet']","['Relaxed', 'Sociable', 'Happy']"
easy-sativa,Easy Sativa,Sativa (90-100%),Unknown,Medium,Unknown,"['Citrus', 'Pine', 'Mint', 'Sweet', 'Herbal', 'Spicy']","['Energetic', 'Motivated', 'Cerebral', 'Creative', 'Uplifting']"
easy-skunk,Easy Skunk,Indica-dominant,"['Afghani', 'OG Kush', 'Skunk 1']",15-18%,Unknown,"['Citrus', 'Skunk', 'Cheese', 'Flowery']","['Relaxed', 'Body-buzz', 'Happy']"
ed-rosenthal-super-bud,Ed Rosenthal Super Bud,Indica/sativa (50/50),Unknown,High,Unknown,"['Citrus', 'Earthy', 'Pine']","['Strong', 'Happy', 'Uplifting', 'Motivated']"
edam-bomb,Edam Bomb,Indica-dominant (60%),"['Bomb 3', 'Bomb 1', 'Cheese']",10-15%,Unknown,"['Cheese', 'Skunk', 'Sweet', 'Pungent']","['Relaxed', 'Happy', 'Giggly']"
el-alquimista,El Alquimista,Indica-dominant (70%),"['AK-47', 'Northern Lights']",21%,Unknown,"['Fruity', 'Sweet', 'Fresh']","['Relaxed', 'Long-lasting', 'Strong', 'Narcotic', 'Body-buzz']"
eldorado,Eldorado,Sativa (90-100%),Mexican Sativa,High,Unknown,"['Fruity', 'Sweet']","['Alert', 'Uplifting', 'Energetic', 'Motivated']"
eleven-roses,Eleven Roses,Indica (100%),"['Appalachian Kush', 'Sugar Black Rose']",24-25%,Low,"['Fruity', 'Kushy', 'Earthy', 'Sweet']","['Relaxed', 'Body-buzz', 'Strong', 'Narcotic']"
enemy-of-the-state,Enemy Of The State,Indica,Afghani,19%,Medium,"['Spicy', 'Sweet', 'Flowery']","['Strong', 'Relaxed', 'Sleepy', 'Happy']"
energy-haze,Energy Haze,Sativa-dominant (70%),"['Kali Mist', 'Northern Lights']",15%,"1,2%","['Spicy', 'Citrus', 'Herbal']","['Energetic', 'Uplifting', 'Euphoric', 'Cerebral', 'Happy']"
euphoria,Euphoria,Indica-dominant (80%),"['Shark Shock', 'Royal Medic']",9%,High,"['Pungent', 'Fruity', 'Spicy', 'Herbal', 'Sweet']","['Motivated', 'Energetic', 'Euphoric']"
everest-bud,Everest Bud,Indica/sativa,"['Super Skunk', 'White Widow']",14-17%,Unknown,"['Sweet', 'Skunk', 'Earthy']","['Talkative', 'Happy', 'Sociable', 'Relaxed']"
ewe-2,Ewe-2,Indica (90-100%),Unknown,18-21%,0.1%,"['Fruity', 'Earthy', 'Sandalwood']","['Relaxed', 'Sedative', 'Body-buzz']"
exodus-cheese,Exodus Cheese,Indica-dominant (60%),Cheese,18.43%,0.28%,"['Cheese', 'Earthy', 'Pungent']","['Relaxed', 'Euphoric', 'Motivated']"
exodus-cheese-auto-cbd,Exodus Cheese Auto CBD,Indica-dominant autoflowering,"['CBD strain', 'ruderalis', 'Exodus Cheese']",5-8%,5-8%,"['Earthy', 'Skunk', 'Cheese', 'Pungent']","['Happy', 'Calming', 'Clear-headed', 'Relaxed']"
exodus-kush,Exodus Kush,Indica-dominant (60%),"['Exodus Cheese', 'OG Kush']",High,Unknown,"['Skunk', 'Cheese', 'Pungent']","['Relaxed', 'Sociable', 'Munchies']"
exotic-kush,Exotic Kush,Indica (100%),"['Confidencial OG', 'Mango']",High,Unknown,"['Sweet', 'Mango', 'Tropical']","['Calming', 'Relaxed', 'Body-buzz', 'Couch-lock']"
exotic-thai,Exotic Thai,Sativa-dominant (70%),"['Thai', 'NYC Diesel']",Medium,Unknown,"['Sweet', 'Citrus', 'Chemical', 'Diesel']","['Motivated', 'Cerebral', 'Energetic', 'Uplifting']"
expert-47,Expert 47,Sativa-dominant (65%),"['Mexican', 'Thai', 'Colombian', 'Afghani']",High,Unknown,"['Spicy', 'Citrus', 'Skunk', 'Pine']","['Strong', 'Uplifting', 'Cerebral']"
expert-haze,Expert Haze,Sativa (90-100%),"['Laos', 'Super Silver Haze']",21%,Unknown,"['Herbal', 'Fruity', 'Woody']","['Happy', 'Cerebral', 'Euphoric', 'Uplifting', 'Trippy']"
f13,F13,Sativa-dominant,Unknown,Medium,Unknown,"['Sweet', 'Berry']","['Energetic', 'Uplifting', 'Cerebral']"
face-melt-og,Face Melt OG,Indica/sativa,"['Face Off OG', 'Grimace OG', 'Rare Dankness 1']",Medium,Unknown,"['Pine', 'Citrus', 'Spicy']","['Euphoric', 'Strong', 'Relaxed', 'Happy']"
fallen-angel,Fallen Angel,Indica-dominant (80%),"['Kuchi', 'Shoreline']",17-19%,Unknown,"['Lemon', 'Mango', 'Fuel', 'Skunk']","['Relaxed', 'Happy', 'Smooth', 'Munchies']"
fast-caramel,Fast Caramel,Indica-dominant,"['Maple Leaf Indica', 'White Rhino', 'Blue Black']",Medium,Medium,"['Sweet', 'Earthy']","['Creative', 'Relaxed', 'Cerebral']"
fast-ryder-ii,Fast Ryder II,Indica-dominant (80%) autoflowering,"['Fast Ryder I', 'Afghani']",Medium,Low,"['Mango', 'Citrus', 'Sweet', 'Fruity']","['Relaxed', 'Euphoric', 'Long-lasting', 'Body-buzz']"
fastberry,Fastberry,Indica-dominant autoflowering,"['ruderalis', 'Blueberry']",19%,1%,"['Citrus', 'Berry', 'Sweet']","['Calming', 'Relaxed', 'Sleepy']"
fat-banana,Fat Banana,Indica-dominant (70%),"['Chiquita Banana', 'OG Kush']",25%,Low,"['Sweet', 'Citrus', 'Tropical', 'Fruity', 'Banana']","['Relaxed', 'Euphoric', 'Strong', 'Munchies', 'Body-buzz']"
fat-banana-automatic,Fat Banana Automatic,Indica-dominant (70%) autoflowering,Fat Banana x Cookies Auto,High,Low,"['Banana', 'Earthy', 'Fruity']","['Calming', 'Clear-headed']"
fatkid-s-cake,Fatkid's Cake,Indica-dominant (60%),"['Cherry Pie', 'Girl Scout Cookies']",29.9%,1%,"['Sweet', 'Earthy', 'Vanilla', 'Spicy']","['Creative', 'Relaxed', 'Long-lasting', 'Munchies']"
first-lady,First Lady,Indica (90-100%),Afghani,Medium,Unknown,"['Spicy', 'Earthy']","['Calming', 'Relaxed', 'Body-buzz']"
flash-babylon,Flash Babylon,Indica-dominant autoflowering,"['Northern Lights', 'Lowryder 2']",18%,Unknown,"['Herbal', 'Earthy', 'Woody']","['Couch-lock', 'Narcotic', 'Relaxed']"
flash-back-2,Flash Back 2,Sativa-dominant (60%),"['Flo', 'White Widow']",Medium,Unknown,"['Earthy', 'Fruity', 'Pungent']","['Cerebral', 'Uplifting']"
florida-gold,Florida Gold,Indica-dominant (70%),"['Florida OG', 'Jew Gold Cut']",Medium,Unknown,"['Diesel', 'Spicy', 'Pine', 'Lemon']","['Euphoric', 'Uplifting', 'Relaxed', 'Happy']"
florida-lemons,Florida Lemons,Indica-dominant (60%),"['Florida OG', 'Lemon Skunk']",Medium,Unknown,"['Sweet', 'Lemon', 'Citrus']","['Happy', 'Calming', 'Cerebral', 'Relaxed']"
flowerbomb-kush,Flowerbomb Kush,Indica-dominant (70%),"['Green Crack', 'OG Kush']",High,Unknown,"['Earthy', 'Spicy', 'Citrus', 'Pine']","['Relaxed', 'Munchies', 'Creative', 'Cerebral']"
forbidden-fruit,Forbidden Fruit,Indica-dominant,"['Tangie', 'Cherry Pie']",21–23%,Low,"['Fruity', 'Citrus', 'Earthy']","['Sedative', 'Euphoric', 'Sleepy', 'Relaxed']"
forbidden-fruit-cake,Forbidden Fruit Cake,Indica-dominant,Wedding Cake,High,,"['Sweet', 'Kushy', 'Musky', 'Berry']","['Relaxed', 'Euphoric', 'Uplifting', 'Long-lasting']"
forest-dream,Forest Dream,Sativa-dominant,Unknown,High,Unknown,"['Pine', 'Lemon', 'Sweet', 'Woody']","['Happy', 'Strong', 'Euphoric', 'Uplifting', 'Cerebral', 'Relaxed']"
four-way,Four-Way,Indica-dominant (80%),"['Pakistani genetics', 'Landrace from Afghanistan', 'North Indian', 'Skunk 1']",Medium,Unknown,"['Hashish', 'Sweet', 'Spicy', 'Herbal']","['Calming', 'Strong', 'Relaxed', 'Tingly']"
franco-s-lemon-cheese,Franco's Lemon Cheese,Sativa-dominant (60%),"['Super Lemon Haze', 'Exodus Cheese']",21%,0.6%,"['Cheese', 'Fresh', 'Lemon']","['Strong', 'Energetic', 'Uplifting', 'Sociable']"
freeze-cheese-89,Freeze Cheese '89,Indica-dominant (80%),"['Friesland Indica 1989', 'Big Buddha Cheese']",Medium,Unknown,"['Cheese', 'Skunk', 'Citrus', 'Hashish']","['Relaxed', 'Couch-lock', 'Body-buzz']"
french-cookies,French Cookies,Indica-dominant (60%),Platinum Girl Scout Cookies,Medium,Unknown,"['Grape', 'Kushy', 'Creamy', 'Sweet']","['Happy', 'Creative', 'Relaxed', 'Focused']"
french-macaron,French Macaron,Indica-dominant,"['Gelato 33', 'French Cookies']",Medium,Unknown,"['Creamy', 'Musky', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Creative']"
frencheese,Frencheese,Indica-dominant (80%),"['Master Kush', 'Super Skunk']",Medium,Unknown,"['Cheese', 'Skunk', 'Pungent', 'Spicy']","['Euphoric', 'Talkative', 'Relaxed', 'Happy']"
frisian-duck,Frisian Duck,Indica/sativa (50/50),"['Ducksfoot', 'Frisian Dew']",Medium,Unknown,"['Spicy', 'Sweet']","['Uplifting', 'Happy', 'Relaxed']"
frosted-guava,Frosted Guava,Indica-dominant (70%),"['Frosted Skywalker', 'Guava']",22–25%,1–3%,"['Sweet', 'Fuel', 'Tropical', 'Grape']","['Cerebral', 'Euphoric', 'Relaxed']"
frosted-guava-automatic,Frosted Guava Automatic,Indica-dominant autoflowering,"['Guava', 'Frosted Skywalker Auto']",High,Low,"['Fruity', 'Mango', 'Fuel', 'Citrus', 'Melon', 'Guava']","['Body-buzz', 'Smooth', 'Energetic', 'Uplifting', 'Relaxed']"
frosty-friday,Frosty Friday,Sativa-dominant (70%),"['M4 Creeper', ""Karel's Haze""]",High,Unknown,"['Chemical', 'Fuel', 'Pungent']","['Cerebral', 'Balanced', 'Energetic', 'Body-buzz']"
frosty-kush,Frosty Kush,Indica-dominant,Hindu Kush,14-17%,Unknown,"['Pine', 'Earthy']","['Cerebral', 'Talkative', 'Uplifting', 'Energetic', 'Sociable']"
fruit-spirit,Fruit Spirit,Sativa-dominant (60%),"['Blueberry', 'White Widow']",18+%,Medium,"['Fruity', 'Spicy', 'Mint', 'Berry', 'Woody']","['Relaxed', 'Energetic', 'Calming']"
fruity-jack,Fruity Jack,Sativa-dominant (70%),"['Respect 13', 'Jack The Ripper']",19%,11%,"['Citrus', 'Tropical', 'Fruity']","['Calming', 'Sociable', 'Relaxed', 'Happy']"
fruity-juice,Fruity Juice,Indica/sativa,"['Thai', 'Afghani']",Medium,Unknown,"['Sweet', 'Spicy', 'Tropical']","['Uplifting', 'Happy', 'Cerebral', 'Relaxed']"
fruity-thai,Fruity Thai,Indica/sativa,"['Dutch genetics', 'Thai']",Medium,Unknown,"['Tropical', 'Fruity', 'Fresh']","['Motivated', 'Cerebral', 'Alert', 'Uplifting', 'Creative']"
full-moon,Full Moon,Sativa (90-100%),Thai,15-20%,Unknown,"['Spicy', 'Sweet', 'Fruity']","['Uplifting', 'Cerebral', 'Trippy', 'Tingly', 'Strong', 'Euphoric']"
g13,G13,Indica-dominant (70%),Afghani,"['20-24%', 'High']",Unknown,"['Earthy', 'Sweet', 'Citrus', 'Fruity']","['Euphoric', 'Relaxed', 'Uplifting', 'Happy', 'Sleepy']"
g13-hash-plant,G13 Hash Plant,Indica (90-100%),"['G13', 'Hash Plant']",High,Unknown,"['Spicy', 'Sweet', 'Earthy']","['Relaxed', 'Couch-lock', 'Strong', 'Long-lasting', 'Body-buzz']"
g13-haze,G13 Haze,Sativa-dominant (80%),"['Hawaiian Haze', 'G13']",21%,Low,"['Sweet', 'Citrus', 'Pine']","['Uplifting', 'Euphoric', 'Creative', 'Relaxed', 'Energetic']"
g13-skunk,G13 Skunk,Indica-dominant,"['G13', 'Skunk 1']",Medium,Unknown,"['Musky', 'Flowery', 'Earthy', 'Spicy']","['Calming', 'Strong', 'Relaxed', 'Happy']"
g13-widow,G13 Widow,Indica-dominant,"['Black Widow', 'G13']",High,Unknown,"['Earthy', 'Fruity', 'Spicy']","['Cerebral', 'Strong', 'Body-buzz', 'Relaxed']"
g14,G14,Indica-dominant autoflowering,"['G13', 'ruderalis']",18%,Unknown,"['Woody', 'Citrus', 'Sweet']","['Body-buzz', 'Relaxed', 'Meditative']"
galactic-jack,Galactic Jack,Sativa-dominant (80%),"['Space Queen', 'Jack Herer']",20-25%,Unknown,"['Sweet', 'Citrus', 'Musky']","['Strong', 'Uplifting', 'Cerebral', 'Euphoric']"
ganesh-spirit,Ganesh Spirit,Sativa-dominant (60%),North Indian,18-20%,Unknown,"['Spicy', 'Fruity', 'Citrus', 'Fresh', 'Anise']","['Creative', 'Balanced', 'Relaxed', 'Dreamy']"
gelato-auto,Gelato Auto,Sativa-dominant (55%) autoflowering,"['Gelato', 'Girl Scout Cookies Autoflowering']",High,Low,"['Earthy', 'Sweet', 'Creamy']","['Creative', 'Strong', 'Energetic', 'Uplifting', 'Giggly']"
gg1,GG1,Indica (90-100%),Afghani,16%,0.66%,"['Herbal', 'Earthy', 'Spicy']","['Sleepy', 'Couch-lock', 'Calming', 'Relaxed']"
gg4,GG4,Indica-dominant,"['Chocolate Diesel', 'Sour Dubb', 'Chems Sister']",24-30%,Low,"['Sweet', 'Fuel', 'Citrus', 'Pine', 'Earthy']","['Uplifting', 'Relaxed', 'Body-buzz', 'Strong', 'Narcotic']"
ghingis-khan,Ghingis Khan,Indica-dominant (80%),"['Amnesia Haze', 'AK-47']",High,Unknown,"['Sweet', 'Pungent', 'Citrus', 'Spicy']","['Euphoric', 'Happy', 'Relaxed', 'Giggly', 'Strong']"
ghostrider,Ghostrider,Indica/sativa,"['Biker Kush', 'The White']",Medium,Unknown,"['Earthy', 'Lemon', 'Hashish', 'Pine', 'Kushy']","['Creative', 'Happy', 'Euphoric', 'Cerebral']"
giant-white-haze,Giant White Haze,,,,,,
gipsy-haze,Gipsy Haze,Sativa-dominant (80%),"['Space Bomb', 'Black Domina', 'Jack Herer']",18-22%,Low,"['Fruity', 'Citrus', 'Lemon']","['Attentive', 'Cerebral', 'Energetic', 'Euphoric']"
gipsy-widow,Gipsy Widow,Indica/sativa (50/50),White Widow,High,Unknown,"['Pungent', 'Sweet', 'Fruity']","['Talkative', 'Energetic', 'Euphoric', 'Uplifting', 'Relaxed']"
girl-scout-haze-cookies,Girl Scout Haze Cookies,Indica/sativa,"['Super Silver Sour Diesel Haze', 'Girl Scout Cookies']",15%,0.5%,"['Citrus', 'Pungent', 'Pine', 'Lemon']","['Motivated', 'Clear-headed', 'Creative', 'Uplifting']"
glookies,Glookies,Indica-dominant (70%),"['Thin Mint Girl Scout Cookies', 'GG4']",25%,Low,"['Nutty', 'Diesel', 'Lime']","['Relaxed', 'Energetic', 'Motivated']"
gluechee,GlueChee,Indica-dominant,"['Original Glue', 'Cheese']",21-24%,Unknown,"['Diesel', 'Cheese', 'Pine']","['Strong', 'Sociable']"
gmo-cookies,GMO Cookies,Indica-dominant,"['Chemdog', 'Girl Scout Cookies']",High,Low,"['Diesel', 'Sweet', 'Garlic', 'Coffee', 'Onion']","['Lazy', 'Relaxed', 'Euphoric']"
go-time,Go Time,Sativa-dominant,"['Jesus OG', 'Cheese', 'Sour Diesel']",Medium,Unknown,"['Citrus', 'Lemon', 'Cheese', 'Pungent']","['Euphoric', 'Happy', 'Focused', 'Motivated']"
god-bud,God Bud,Indica-dominant,"['God', 'Purple Skunk', 'Hawaiian']",Medium,Unknown,"['Tropical', 'Earthy', 'Sweet', 'Citrus']","['Relaxed', 'Body-buzz', 'Euphoric', 'Long-lasting']"
god-s-gift,God's Gift,Indica-dominant,"['Grand Daddy Purp', 'OG Kush']",18-22%,Unknown,"['Sweet', 'Fruity', 'Berry', 'Lemon']","['Body-buzz', 'Dreamy', 'Relaxed', 'Long-lasting', 'Meditative']"
gold-bar-kush,Gold Bar Kush,Indica-dominant (60%),"['Medical Kush', 'Orange Bud']",Medium,Unknown,"['Earthy', 'Apricot', 'Orange']","['Smooth', 'Calming', 'Dreamy', 'Relaxed']"
gold-rush-outdoor,Gold Rush Outdoor,Sativa-dominant (85%),"['Purple Power', 'Afghani', 'Polm Gold Outdoor']",Medium,Unknown,"['Earthy', 'Pungent', 'Sweet']","['Uplifting', 'Cerebral', 'Energetic']"
golden-berry,Golden Berry,Sativa-dominant (60%),"['Kushberry', 'Jew Gold Cut']",High,Unknown,"['Berry', 'Grape']","['Strong', 'Narcotic', 'Uplifting', 'Relaxed', 'Cerebral']"
golden-haze,Golden Haze,Sativa-dominant (70%),"['Super Silver Haze', 'Amnesia Haze']",22%,Unknown,"['Spicy', 'Earthy', 'Sweet', 'Fruity']","['Strong', 'Euphoric', 'Uplifting', 'Happy', 'Cerebral']"
golden-lemons,Golden Lemons,Indica-dominant (60%),"['Jew Gold Cut', 'Lemon Skunk']",Medium,Unknown,"['Earthy', 'Lemon']","['Relaxed', 'Uplifting', 'Happy']"
golden-tiger,Golden Tiger,Sativa (100%),"['Hmong Thai', 'Koh Chang Thai', 'Malawi']",20-28%,0.5%,"['Spicy', 'Flowery', 'Lemon']","['Euphoric', 'Strong', 'Trippy', 'Uplifting']"
golosa,Golosa,Indica-dominant (80%),"['Grapefruit', 'Bay 11', 'Blueberry']",26%,Unknown,"['Grapefruit', 'Coffee', 'Mint', 'Fruity', 'Sweet']","['Relaxed', 'Body-buzz', 'Strong', 'Narcotic']"
gorilla,Gorilla,Indica-dominant (60%),"['Chocolate Diesel', 'Sour Dubb', 'Chem Sis']",25%,0.1%,"['Fuel', 'Pungent', 'Earthy', 'Sour']","['Narcotic', 'Body-buzz', 'Strong', 'Long-lasting']"
gorilla-bomb,Gorilla Bomb,Sativa-dominant,"['GG4', 'THC Bomb']",25%,Unknown,"['Sweet', 'Pungent', 'Sour', 'Citrus']","['Strong', 'Happy', 'Euphoric', 'Talkative', 'Relaxed', 'Giggly']"
gorilla-girl,Gorilla Girl,Sativa-dominant (60%),"['Thin Mint Girl Scout Cookies', 'GG4']",19-25%,0.1%,"['Citrus', 'Woody', 'Earthy', 'Cypress']","['Relaxed', 'Body-buzz', 'Energetic', 'Euphoric', 'Balanced']"
gorilla-zkittlez,Gorilla Zkittlez,Indica-dominant (60%),"['Zkittlez', 'GG4']",20-24%,Unknown,"['Candy', 'Fresh', 'Fruity']","['Relaxed', 'Calming', 'Strong', 'Meditative']"
gorilla-zkittlez-auto,Gorilla Zkittlez Auto,Indica-dominant autoflowering,"['Zkittlez', 'GG4', 'ruderalis']",20%,Low,"['Candy', 'Fruity', 'Sweet']","['Euphoric', 'Uplifting']"
grand-daddy-purp,Grand Daddy Purp,Indica-dominant,"['Purple Urkle', 'Big Bud']",Medium,Unknown,"['Sweet', 'Grape', 'Berry', 'Fruity']","['Euphoric', 'Body-buzz', 'Relaxed', 'Cerebral', 'Balanced']"
grand-og,Grand OG,Indica-dominant (75%),"['The True OG', 'White Widow']",High,Unknown,"['Fresh', 'Kushy', 'Fruity']","['Strong', 'Happy', 'Body-buzz', 'Relaxed']"
grandaddy-purple-s1,Grandaddy Purple S1,Indica,Grand Daddy Purp,Medium,Unknown,"['Fruity', 'Spicy']","['Calming', 'Relaxed', 'Happy']"
grandaddy-white,Grandaddy White,Indica-dominant,"['Grand Daddy Purp', 'The White']",Medium,Unknown,"['Sweet', 'Grape', 'Earthy', 'Hashish']","['Sleepy', 'Relaxed', 'Body-buzz']"
grandoggy-purps,Grandoggy Purps,Indica-dominant,"['Grand Daddy Purp', 'Chemdog']",Medium,Unknown,"['Diesel', 'Skunk', 'Pungent', 'Fruity']","['Creative', 'Body-buzz', 'Relaxed', 'Talkative', 'Long-lasting']"
